,importance
AL_199,0.031122888892065836
BIO_alblk56_mean,0.030858515887881348
AL_229,0.03055988886153298
AL_291,0.030558109503817776
BIO_alblk16_mean,0.0296880460971419
AL_309,0.028287771809334256
AL_71,0.028232789054384744
AL_29,0.02816274870025502
AL_189,0.027929701365661967
AL_174,0.027731779958015863
BIO_alblk35_mean,0.02769363634542154
BIO_alblk32_max,0.027115652141924924
AL_56,0.026503398077716567
BIO_alblk32_std,0.026419798472907662
BIO_alblk24_max,0.026225315228268327
BIO_alblk64_max,0.025912388701000932
AL_223,0.025689573468109045
AL_53,0.025307969389632902
BIO_alblk48_std,0.02489328152078431
AL_270,0.02453183244349612
AL_219,0.023609172023431366
AL_332,0.023304101732143992
BIO_alblk50_max,0.022380242220657934
AL_111,0.022334119076822704
AL_210,0.022151867266489208
AL_23,0.022070035164443398
BIO_alblk43_std,0.021717118092487185
BIO_alblk48_mean,0.02153580164054602
AA_2_D,0.02124155710566352
BIO_alblk56_std,0.02101066407802768
BIO_alblk15_max,0.020979730077698905
AL_261,0.019795767739419923
AA_2_V,0.01957279081230663
BIO_alblk37_std,0.019537254506981086
AL_220,0.01844553812104472
AL_250,0.017777259976404735
AL_226,0.01678061322283982
AL_216,0.016596172460191717
BIO_alblk00_std,0.01611275415049184
BIO_alblk46_max,0.015443805123704437
AL_274,0.015379201697416578
AA_1_Y,0.01500172930943253
BIO_alblk00_max,0.014987689428487813
BIO_alblk07_max,0.014950366667581937
AL_236,0.014593144649238285
AL_259,0.013742411958229598
AL_221,0.013627372305329049
BIO_alblk51_mean,0.013109920356740735
BIO_alblk38_max,0.012874039892100824
AL_217,0.011845581633794955
AL_113,0.011771086978347233
BIO_alblk10_std,0.011724997016091462
AL_37,0.011118990442790671
AA_1_S,0.010429068527716735
AA_1_H,0.010262021309458176
AL_114,0.010140726085850954
AL_228,0.01006224957709208
AL_192,0.009882941683155743
AL_197,0.009726513176239621
AL_116,0.00895796808573113
AL_6,0.008613452961257038
BIO_alblk43_mean,0.008433007841352144
AL_65,0.008309226122183214
AL_5,0.008229466762362907
BIO_alblk09_max,0.008017670596491177
AL_35,0.007529175506728725
BIO_alblk57_max,0.00747615953116384
BIO_alblk06_std,0.0073601775284688805
AA_1_G,0.0066932923192815534
AL_234,0.0064860653243536195
BIO_alblk06_mean,0.006358730733494478
BIO_alblk54_max,0.005929727623106178
AL_2,0.0057028778810523425
AL_209,0.005696665383018024
AL_164,0.005688566356342623
AL_32,0.005514315439374271
BIO_alblk41_max,0.005449965998360283
AL_307,0.005432368371376358
AL_303,0.00516251837748847
AL_180,0.004898053286277847
BIO_alblk06_max,0.004837167849662707
AL_252,0.004810607060036555
AL_185,0.004123119128231282
AL_3,0.00411782392877968
AL_227,0.003996092966986392
AL_214,0.003936868109879935
AL_33,0.0037785495021985783
AL_34,0.0037310564644054273
AA_1_L,0.0037157897868194617
AL_30,0.003306619885406208
BIO_alblk43_max,0.0032577798563640918
AA_1_F,0.0031932441272164895
AL_272,0.003148115528596735
AA_1_T,0.003048608931681998
AA_1_V,0.0029351945130555394
AL_264,0.0027656275475415183
BIO_alblk39_max,0.002603366396965464
AL_152,0.0025910493514997588
AA_2_K,0.0020619681061849054
AL_4,0.001460036903891437
AA_1_D,0.0012441314232657153
AL_28,0.0011355715825556206
AL_201,0.0011183495065296288
AL_225,0.00100860621438537
BIO_alblk00_mean,0.0008528691826587531
AL_1,0.0007963029414001857
AL_31,0.0006890480513741347
AA_2_Y,0.0006761814168689933
AA_2_T,0.0006281117377547171
AL_36,0.0005297219606666768
AA_2_H,0.0005218035025891981
AL_27,0.00039559550531559324
AL_38,0.00024083334058689482
AL_292,0.00012150281580601429
AA_2_R,6.119402359703295e-06
AA_1_W,5.879402150178923e-07
AL_212,0.0
AL_204,0.0
AL_324,0.0
AL_140,0.0
AL_205,0.0
CAT_6,0.0
AL_232,0.0
AL_222,0.0
AL_263,0.0
AL_231,0.0
AA_1_M,0.0
AL_245,0.0
AA_2_L,0.0
AL_240,0.0
AL_237,0.0
AA_2_M,0.0
AL_244,0.0
AL_257,0.0
AA_2_S,0.0
BIO_alblk48_max,0.0
AA_1_R,0.0
BIO_alblk49_max,0.0
BIO_alblk47_max,0.0
BIO_alblk66_max,0.0
AL_304,0.0
BIO_alblk44_max,0.0
AA_2_W,0.0
AL_256,0.0
AA_1_N,0.0
AA_1_Q,0.0
AL_284,0.0
BIO_alblk56_max,0.0
AL_90,0.0
AL_288,0.0
BIO_alblk33_max,0.0
AL_125,0.0
BIO_alblk31_max,0.0
BIO_alblk30_max,0.0
BIO_alblk28_max,0.0
BIO_alblk29_max,0.0
BIO_alblk20_max,0.0
AL_170,0.0
AL_158,0.0
AL_143,0.0
BIO_alblk27_max,0.0
AL_167,0.0
AL_179,0.0
