,importance
BIO_alblk37_mean,0.029950907396334287
BIO_alblk50_max,0.029742980032310372
AL_217,0.029390212577557785
AL_299,0.029145960853636726
AL_152,0.02707023423791293
AL_274,0.026360369951132324
AL_190,0.025535951091699427
BIO_alblk40_max,0.02399519396551607
BIO_alblk18_max,0.023296618611806326
AL_286,0.022612077330794712
AL_47,0.022223225460488362
AL_128,0.02125088479260285
AL_62,0.021208337916513
AA_1_I,0.021183860222295743
BIO_al_max,0.020848219671735894
BIO_alblk45_max,0.02071945597070999
AL_185,0.020333051519565763
BIO_alblk60_max,0.019603513533588905
BIO_alblk12_max,0.018092662406255473
BIO_alblk64_max,0.018090029533051145
AL_324,0.0178318288365214
BIO_alblk35_max,0.01761836807785002
BIO_alblk25_max,0.016284821207903553
AL_179,0.016083445205567957
AL_263,0.015949931097045747
AL_261,0.015846777157642315
AL_288,0.01526706564170544
AL_122,0.01443233081681824
AL_309,0.013870784626857677
AL_303,0.013283553323247613
BIO_alblk39_max,0.013262205534599522
AL_227,0.012566468992417968
AL_332,0.012435931151076714
BIO_alblk53_max,0.012067170110354367
AL_252,0.011881460571983436
AL_104,0.011835776358578343
AL_113,0.0113333910956054
BIO_alblk63_max,0.01117231761478708
AL_182,0.010840306704027722
BIO_alblk33_max,0.010787858747627582
AA_1_L,0.010735861708981428
AL_200,0.010622188509479
BIO_alblk43_max,0.01007208050865174
BIO_alblk34_max,0.009983071709508969
AL_216,0.009596608110709821
BIO_alblk09_max,0.009041991818943749
AL_149,0.009040429865845561
AL_167,0.008964772104412138
BIO_alblk32_max,0.008543528421576395
AL_137,0.008476932498865936
BIO_alblk15_max,0.00825800630194207
AL_320,0.00801172292877608
BIO_alblk24_max,0.007636984226362414
AL_146,0.007572505169722639
AL_244,0.007565228325166204
AL_134,0.007559569745485077
AL_204,0.007309979372460437
AL_316,0.007228240295312005
BIO_alblk26_max,0.0071827112470410365
AL_236,0.007063098443517868
AL_101,0.007017186756416871
AL_143,0.006865233815637879
BIO_alblk38_max,0.006254520626330022
AL_191,0.0057780068834932165
AL_131,0.0055859994617113
BIO_alblk56_max,0.005511049972881312
BIO_alblk55_max,0.005280977342500957
AL_107,0.0049434310696572
AL_256,0.004877461585893323
AL_110,0.004710843336694795
BIO_alblk22_max,0.004685568896704446
BIO_alblk41_max,0.004661764183935665
AL_276,0.004646242021815023
AL_220,0.0044587617904180915
AL_140,0.004400276028098413
AL_269,0.004388945542327158
BIO_alblk21_max,0.004214106697038324
BIO_alblk30_max,0.00417756838375775
AL_170,0.004048895315462707
BIO_alblk62_max,0.003989854143698693
BIO_alblk54_max,0.0038937378356894204
AL_158,0.003589481536870086
AA_1_H,0.003272111339436724
BIO_alblk46_max,0.0032145283139053266
AA_1_D,0.0029832462568532177
AL_119,0.0029404018068430247
BIO_alblk42_max,0.002658672886360792
AL_125,0.0024009690363158234
AA_2_R,0.0022709259436077683
AA_2_D,0.0016063117805618509
AA_1_P,0.0015854998160476704
AA_1_F,0.0015746365984322514
BIO_alblk49_max,0.0015332878714744609
AL_212,0.0014857064584108287
AA_2_L,0.0013630810508310268
AA_2_W,0.0007767530030178891
CAT_6,0.0006830672949357827
AA_1_G,0.0005864714119604308
