,importance
AL_243,0.04378014117515334
AL_59,0.042778253794303334
AL_81,0.04264163865815414
BIO_alblk12_mean,0.04259944565575147
AL_97,0.04259120520472669
BIO_alblk34_mean,0.04242284333716341
AL_274,0.04211270734800573
AL_145,0.041825834136140355
AL_5,0.041590501322707286
AL_314,0.04114096567347902
AL_160,0.04112367965518666
AL_90,0.04049257400335624
BIO_alblk32_std,0.04048831280358804
AL_84,0.03983485297247537
AL_209,0.03957036402051174
BIO_alblk56_mean,0.03954168793783945
AL_325,0.039209956631719056
AL_71,0.03912750246139054
AL_28,0.03912487937919902
AL_102,0.038722238753179046
AL_106,0.03870102067881493
BIO_alblk55_std,0.038110166274927415
BIO_alblk42_mean,0.038047560986404175
AL_282,0.03780577142433221
AL_254,0.03779655049200396
AL_150,0.037793711448924634
AL_96,0.037792399550998466
BIO_alblk12_max,0.03778443659670554
AL_173,0.03682944760542327
BIO_alblk38_std,0.03681909971068016
AL_109,0.03678122203325401
AL_111,0.03674032199118941
AL_230,0.036039273659996506
AL_120,0.03599693652743689
BIO_alblk22_std,0.0359092636504139
BIO_alblk56_max,0.035843462062468
AL_57,0.03556881068549688
BIO_alblk53_std,0.03530570456088063
BIO_alblk48_std,0.034848379036715574
AL_93,0.034776035689224764
BIO_alblk49_std,0.03452424088049616
AL_36,0.034091106196441914
BIO_alblk00_max,0.034022684289869924
AL_82,0.0338870900075458
AL_281,0.03380256777362992
BIO_alblk45_mean,0.03318257903032894
AA_2_H,0.03277741382444923
BIO_alblk00_std,0.03260481835923003
BIO_alblk11_max,0.032177734576057535
AL_132,0.03215668143389571
AA_1_S,0.03192348176376791
BIO_alblk26_mean,0.03114941492530209
AL_249,0.030238079472533402
AL_83,0.029829727359541498
AA_2_L,0.029747609258398276
BIO_alblk50_max,0.029083860473994867
AL_133,0.028424480649956584
AL_286,0.028102500579121826
AL_86,0.02789331547250377
AL_126,0.027488467230046932
BIO_alblk41_std,0.027281522756614822
AL_187,0.026772985843118813
AL_85,0.02676421656863348
BIO_alblk54_std,0.026681231701418923
AL_75,0.026509699801518398
AL_223,0.026439318839655467
BIO_alblk58_max,0.02622076320921806
AL_41,0.026182745414217955
BIO_alblk24_mean,0.025881599022243074
AL_67,0.025574473644400714
AL_213,0.025375108250197887
AL_262,0.025273784092335584
AL_270,0.025229364099132318
AL_320,0.024908153189829536
BIO_alblk17_mean,0.02398390617158308
AL_194,0.023635141327746013
AL_158,0.023000298960472784
